index,news_id,pos_words,pos_weights,neg_words,neg_weights
298,4994,"[""谣言"", ""这种"", ""消息"", ""谁"", ""野生动物"", ""和"", ""不负责任"", ""很"", ""去过"", ""官方"", ""太"", ""都"", ""得"", ""敢动"", ""自驾游"", ""西藏""]","[0.013609, 0.010386, 0.009941, 0.008623, 0.008326, 0.007605, 0.006666, 0.006611, 0.006097, 0.005797, 0.005648, 0.004733, 0.003703, 0.003438, 0.002858, 0.00255]","[""通报"", ""做"", "","", ""快"", ""点赞"", ""的"", ""速度"", ""每次"", ""珍贵"", ""保护"", ""辟谣"", ""巡逻车"", ""看到"", ""白唇鹿""]","[-0.017796, -0.01517, -0.014955, -0.010697, -0.009635, -0.007594, -0.00548, -0.005248, -0.004893, -0.004557, -0.003564, -0.003495, -0.00328, -0.00313]"
299,576,"[""消息"", ""谣言"", ""假新闻"", ""这种"", ""赵本山"", ""浪费"", ""这"", ""造谣"", ""年"", ""为了"", ""别当真"", ""因为"", ""的"", ""停播"", ""这些"", ""了"", ""时间"", ""《"", ""怎么""]","[0.254801, 0.120183, 0.111888, 0.090573, 0.086017, 0.064928, 0.060751, 0.056847, 0.048627, 0.047529, 0.044488, 0.044005, 0.043751, 0.043323, 0.042044, 0.040533, 0.039863, 0.039276, 0.038462]","[""挺"", ""能"", ""不放"", ""活跃"", ""着"", ""盯"", ""留"", ""那个"", ""不能"", ""过不去"", ""最后""]","[-0.056505, -0.052034, -0.042696, -0.040241, -0.039987, -0.039787, -0.037111, -0.033111, -0.033108, -0.026384, -0.023458]"
300,3059,"[""无证据"", ""不"", ""确实"", ""年"", ""中国"", ""并"", ""1995"", ""准确"", ""1994"", ""质量"", ""国内"", ""超过"", ""始于"", ""《"", ""是"", ""、"", ""5"", ""44""]","[0.000661, 0.000416, 0.000277, 0.000263, 0.000254, 0.000243, 0.000191, 0.000138, 0.000127, 0.00011, 0.0001, 9.3e-05, 8.8e-05, 8.8e-05, 8.8e-05, 8.8e-05, 8.4e-05, 8e-05]","[""每周"", ""制度"", ""一部分"", ""中"", ""，"", ""。"", ""条件"", ""等"", ""奠定"", ""月"", ""改革"", ""了""]","[-0.000219, -0.000183, -0.000175, -0.000173, -0.000147, -0.000124, -0.00011, -0.000106, -9.3e-05, -8.6e-05, -6.8e-05, -5.4e-05]"
301,2785,"[""不能"", ""历史"", ""否定"", ""重要"", ""不容忽视"", ""必要"", ""非黑"", ""抹杀"", ""功过"", ""评价"", ""贡献"", ""错误"", ""正视"", ""要"", ""一页"", ""文革"", ""李大钊"", ""这份"", ""陈云""]","[0.000699, 0.00055, 0.000524, 0.000475, 0.000469, 0.000416, 0.000405, 0.000314, 0.000308, 0.000297, 0.00029, 0.000274, 0.000241, 0.000197, 0.000173, 0.000157, 0.000121, 0.000118, 0.000103]","[""陈独秀"", ""看"", ""。"", ""分开"", ""即"", ""中肯"", ""的"", ""白"", "","", ""但"", ""，""]","[-0.000404, -0.000367, -0.000236, -0.000233, -0.000221, -0.000212, -0.000207, -0.000205, -0.000125, -0.00012, -7.9e-05]"
302,5388,"[""不得""]",[1e-06],"[""前须"", ""设施"", ""像"", ""早点"", ""体验"", ""了"", ""体温"", ""看到"", ""安全"", ""但"", ""很"", ""可以"", ""挺"", ""排队"", ""入园"", ""我"", ""不错"", ""恢复"", ""在"", ""工作人员"", ""擦拭"", ""去"", ""被"", ""的"", ""园内"", ""做"", ""扶手"", ""希望"", ""严格""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
303,142,"[""2011"", ""绝不食言"", ""年"", ""虚假"", ""（"", ""奥运会"", ""离谱"", ""宣布"", ""转发"", ""真的假"", ""明确"", ""通讯"", ""极低"", ""奥运金牌"", ""发布"", ""捐给"", ""肯定"", ""这"", ""可能性"", ""细则""]","[0.000212, 0.000203, 0.000161, 0.000146, 0.000143, 0.00014, 0.000133, 0.000121, 0.000109, 0.0001, 0.0001, 9.9e-05, 9.3e-05, 9e-05, 8.8e-05, 8.6e-05, 8.6e-05, 8e-05, 6.9e-05, 6e-05]","[""最后"", ""但"", ""明显"", ""活动"", ""2016"", ""iPhone4s"", ""库存"", "","", ""）"", ""高频""]","[-0.000129, -0.000101, -0.0001, -9.6e-05, -8.3e-05, -5.7e-05, -4.8e-05, -4.8e-05, -4.5e-05, -2.6e-05]"
304,235,"[""应该"", ""我国"", ""非"", ""缺乏"", ""基于"", ""批评"", ""有目共睹"", ""事实"", ""院士"", ""而"", ""现任"", ""丰硕"", ""依据"", ""科研成果"", ""推倒"", ""博雅"", ""事例"", ""文物"", ""近年""]","[0.00111, 0.001005, 0.000924, 0.000915, 0.000838, 0.000781, 0.000767, 0.000744, 0.000737, 0.000658, 0.000654, 0.000595, 0.000583, 0.000568, 0.000561, 0.000489, 0.000486, 0.000453, 0.000438]","[""示例"", ""龚旗煌"", ""成就"", ""具体"", ""高校"", ""保持"", ""20"", ""塔是"", ""："", ""全球"", ""。""]","[-0.001451, -0.000932, -0.00087, -0.00065, -0.000616, -0.000463, -0.000433, -0.000399, -0.000352, -0.000313, -0.00031]"
305,1297,"[""并非"", ""当地"", ""禁食"", ""狗肉"", ""地区"", ""黑心"", ""中国"", ""地方"", ""至"", ""用于"", ""最好"", ""应该"", ""没有"", ""？"", ""有些"", ""传统习俗"", ""热线"", ""人士""]","[0.00135, 0.001002, 0.000776, 0.000747, 0.000615, 0.000593, 0.000592, 0.000556, 0.000553, 0.000543, 0.000419, 0.000407, 0.000401, 0.000392, 0.000382, 0.000381, 0.00035, 0.000339]","[""，"", ""平台"", ""支持"", ""此类"", ""。"", ""关于"", ""都"", ""吃"", ""、"", ""就"", ""吧"", ""安全""]","[-0.00111, -0.000897, -0.000859, -0.000617, -0.000549, -0.00039, -0.000388, -0.000352, -0.000331, -0.000326, -0.000282, -0.000191]"
306,1781,"[""发布者"", ""消息"", ""不"", ""人"", ""不是"", ""其"", ""假新闻"", ""无疑"", ""南京"", ""根本"", ""并"", ""？"", ""派出所"", ""啊"", ""机构"", ""此外"", ""误导"", ""眼球"", ""警务""]","[0.000231, 0.000205, 0.000202, 0.000197, 0.00019, 0.00016, 0.000157, 0.000149, 0.000147, 0.000146, 0.000141, 0.000133, 0.000124, 0.000116, 0.000115, 0.000107, 0.0001, 9.9e-05, 9.8e-05]","[""傍晚"", ""讲"", ""搜"", ""纹身"", ""是"", ""日常"", ""，"", ""艺术"", ""在"", ""可靠"", ""多为""]","[-0.000156, -0.00015, -0.000134, -0.000119, -0.00011, -0.000105, -0.000105, -9.8e-05, -8.8e-05, -8.6e-05, -6.3e-05]"
307,2813,"[""微信"", ""消息"", ""谣言"", ""辟谣"", ""每年"", ""造谣"", ""电信"", ""早就"", ""还"", ""运营商"", ""？"", ""也"", ""："", ""，"", ""都"", ""之前"", ""和"", ""对"", ""不"", ""要是"", ""炸""]","[7e-06, 7e-06, 7e-06, 6e-06, 5e-06, 5e-06, 5e-06, 5e-06, 4e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 1e-06]","[""对抗"", ""就是"", ""新花样"", ""这种"", ""一看"", ""三大"", ""我"", ""的话"", ""联通""]","[-6e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06, -2e-06, -2e-06, -2e-06]"
308,1435,"[""旧闻"", ""2013"", ""年"", ""相关"", ""报道"", ""核实"", ""这是"", ""的"", ""这么"", ""？"", ""确实"", ""不"", ""地震"", ""怕人"", ""对"", ""连"", ""消防员"", ""罕见"", ""新"", ""真不容易"", ""躲避""]","[3e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""抱住"", ""亲人"", ""感恩"", ""抱"", ""有"", ""大熊猫"", ""公园"", ""野外"", ""撒手""]","[-1e-06, -1e-06, -1e-06, -1e-06, -0.0, -0.0, -0.0, -0.0, -0.0]"
309,765,"[""中"", ""大"", ""问题"", ""在"", ""，"", ""果粒"", ""安全监管"", ""残留""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""谣言"", ""没有"", ""旧闻"", ""2012"", ""年"", ""争议"", ""这么"", ""编"", ""可口可乐公司"", ""新闻"", ""和"", ""杀菌剂"", ""残留量"", ""曝"", ""危害"", ""国家"", ""食品安全"", ""食品"", ""可口可乐"", ""对"", ""很"", ""低于""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
310,5022,"[""夸张"", ""不能"", ""爆料"", ""几年"", ""警方"", ""可能"", ""敢"", ""的"", ""被"", ""完"", ""？"", ""通报"", ""视频""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""。"", ""结伴"", ""事情"", ""感觉"", ""打"", ""暴徒"", ""旅游"", ""而行"", ""反转"", ""等"", ""要"", ""丽江"", ""看"", ""钱包"", ""证据"", ""像是"", ""环境""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
311,2772,"[""谣言"", ""删"", ""不系"", ""少"", ""不设"", ""不会"", ""准确"", ""应为"", ""通过"", ""从没"", ""每年"", ""现场"", ""："", ""》"", ""而是"", ""运行"", ""扣分"", ""行动"", ""确实""]","[5.4e-05, 4.7e-05, 4.3e-05, 4.2e-05, 4.1e-05, 3.9e-05, 3.9e-05, 3.8e-05, 3.6e-05, 3.6e-05, 3.5e-05, 3.2e-05, 3.2e-05, 2.9e-05, 2.6e-05, 2.4e-05, 2.2e-05, 1.8e-05, 1.6e-05]","[""（"", ""渠道"", ""就是"", ""安全法"", ""这么"", ""\n"", ""，"", ""抓"", ""改个"", ""就"", ""确为""]","[-3.1e-05, -3.1e-05, -3e-05, -2.4e-05, -2.3e-05, -2e-05, -1.9e-05, -1.9e-05, -1.6e-05, -1.5e-05, -1e-05]"
312,5973,"[""没有"", ""不"", ""投入"", ""发展"", ""怎么"", ""在乎"", ""太久"", ""战略"", ""公司"", ""不是"", ""而是"", ""研发"", ""传闻"", ""之间"", ""争议"", ""价值观"", ""这些"", ""关系"", ""谁"", ""游戏"", ""事件"", ""的"", ""腾讯""]","[3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06]","[""。"", ""掉队"", ""小米"", ""兄弟"", ""，"", ""“"", ""越来越少""]","[-6e-06, -6e-06, -6e-06, -6e-06, -6e-06, -4e-06, -4e-06]"
313,3949,"[""安保"", ""！"", ""吗"", ""这么"", ""企业家"", ""这"", ""确实"", ""档次"", ""相都"", ""连长"", ""自信"", ""更"", ""卷"", ""是"", ""小区""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""，"", ""哈哈哈"", ""笑容"", ""有点像"", ""门卫"", ""样子"", ""对标"", ""不过"", ""大叔"", ""现在"", ""可爱"", ""了"", ""的"", ""和"", ""那个""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
314,1005,"[""证实"", ""未经"", ""不"", ""报道"", ""任何"", ""关于"", ""不实"", ""的"", ""传播"", ""网络"", ""中国政府"", ""能"", ""确保"", ""对"", ""生活""]","[0.000153, 0.000131, 6.5e-05, 3.9e-05, 3.7e-05, 2.9e-05, 2.9e-05, 2.6e-05, 1.7e-05, 1.2e-05, 1e-05, 9e-06, 9e-06, 8e-06, 7e-06]","[""高度重视"", ""包括"", ""呼吁"", ""不断完善"", ""创造"", ""努力"", ""社会各界"", ""慈善"", ""权益"", ""尊重"", ""体系"", ""服务"", ""困难"", ""对于"", ""医疗保障""]","[-1.7e-05, -1.5e-05, -1.5e-05, -1.5e-05, -1.4e-05, -1.3e-05, -1.3e-05, -1.3e-05, -1.2e-05, -1.2e-05, -1.1e-05, -1.1e-05, -1.1e-05, -1e-05, -1e-05]"
315,2700,"[""造谣"", ""谣言"", ""从未"", ""网络"", ""移民"", ""消息"", ""为"", ""中国残疾人联合会"", ""信息"", ""过"", ""社会活动家"", ""关于"", ""了"", ""公安机关"", ""抹黑"", ""残疾人"", ""主席"", ""虚假"", ""公众"", ""尊重""]","[1.1e-05, 1e-05, 7e-06, 7e-06, 7e-06, 7e-06, 6e-06, 6e-06, 6e-06, 6e-06, 5e-06, 5e-06, 4e-06, 4e-06, 4e-06, 4e-06, 4e-06, 3e-06, 3e-06, 3e-06]","[""做"", ""。"", ""在"", ""好"", ""张海迪"", ""真是"", ""一直"", ""故意"", ""类"", ""公益活动""]","[-7e-06, -6e-06, -6e-06, -6e-06, -5e-06, -5e-06, -5e-06, -4e-06, -3e-06, -3e-06]"
316,4362,"[""育有"", ""否认"", ""传闻"", ""结婚"", ""解读"", ""确实"", ""存在"", ""并"", ""中国"", ""二胎"", ""家人"", ""孕检""]","[7.1e-05, 6.7e-05, 6.3e-05, 4.8e-05, 4e-05, 3.6e-05, 3e-05, 2.9e-05, 2.8e-05, 2.8e-05, 2.7e-05, 2.5e-05]","[""尊重"", ""常"", ""何鸿燊之子"", ""君"", ""是"", ""隐私"", ""澳门"", ""婚后"", ""刻板"", ""何猷"", ""赌王"", ""传出"", ""呼吁"", ""此次"", ""印象"", ""，"", ""模特"", ""回应""]","[-5.4e-05, -4.9e-05, -4.7e-05, -4.6e-05, -4.4e-05, -4.2e-05, -4.1e-05, -4.1e-05, -4e-05, -3.9e-05, -3.8e-05, -3.8e-05, -3.5e-05, -3.4e-05, -3.3e-05, -3.2e-05, -3e-05, -2.7e-05]"
317,4207,"[""被"", ""，"", ""是"", ""查良镛"", ""香港"", ""引发"", ""30"", ""消息"", ""岁""]","[3.8e-05, 3.3e-05, 2.2e-05, 2.2e-05, 1.6e-05, 1.5e-05, 1.5e-05, 1.4e-05, 1.4e-05]","[""悼念"", ""10"", ""影响"", ""2018"", ""逝世"", ""神雕侠侣"", ""和"", ""《"", ""。"", ""关注"", ""作品"", ""包括"", ""华人"", ""（"", ""的"", ""94"", ""等"", ""了"", ""英雄传"", ""他"", ""武侠小说""]","[-2.2e-05, -2e-05, -2e-05, -1.9e-05, -1.8e-05, -1.8e-05, -1.7e-05, -1.7e-05, -1.7e-05, -1.7e-05, -1.6e-05, -1.5e-05, -1.4e-05, -1.3e-05, -1.3e-05, -1.2e-05, -1.2e-05, -1.1e-05, -1e-05, -9e-06, -8e-06]"
318,4397,"[""亿美元"", ""8"", ""粉丝""]","[0.0, 0.0, 0.0]","[""魔"", ""2001"", ""历程"", ""改编自"", ""电影"", ""场景"", ""为"", ""罗琳"", ""《"", ""链接"", ""讲述"", ""J"", ""13"", ""系列"", ""."", ""沃茨"", ""最"", ""（"", ""与"", ""魔法石"", ""的"", ""地"", ""全球"", ""仪式"", ""上映"", ""如"", ""首部""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
319,4124,"[""谣言"", ""消息"", ""添油加醋"", ""新剧"", ""根本"", ""没有"", ""确实"", ""."", ""相关"", ""没"", ""没改"", ""服装"", ""也"", ""是"", ""提到"", ""报道"", ""了"", ""这个"", ""3"", ""两年""]","[0.499009, 0.165088, 0.091072, 0.081668, 0.078309, 0.062779, 0.058887, 0.052224, 0.050935, 0.04744, 0.040069, 0.040048, 0.037681, 0.036921, 0.034632, 0.033348, 0.032662, 0.030834, 0.030361, 0.027479]","["","", ""合成"", ""类"", ""4"", ""事务所"", ""前"", ""中文翻译"", ""他"", ""韩国"", ""5""]","[-0.077068, -0.056681, -0.046651, -0.044339, -0.04139, -0.037057, -0.030693, -0.0262, -0.025323, -0.024886]"
320,5267,"[""不"", ""医护人员"", ""新闻"", ""造假"", ""奇怪"", ""湖北"", ""专项"", ""的"", ""媒体"", ""。"", ""报道"", ""成本"", ""整不像""]","[0.176253, 0.16001, 0.135538, 0.115055, 0.101145, 0.09956, 0.076457, 0.071114, 0.070903, 0.047329, 0.04134, 0.038788, 0.033705]","[""照顾"", ""光伏"", ""捐赠"", ""有"", ""到"", ""挺"", ""英利"", ""，"", ""做"", ""零有"", ""清晰"", ""出力"", ""之前"", ""审计"", ""大"", ""好像"", ""用心""]","[-0.284793, -0.14338, -0.124275, -0.112404, -0.109637, -0.078266, -0.073016, -0.07202, -0.071773, -0.067636, -0.056183, -0.055666, -0.050892, -0.039554, -0.036337, -0.034845, -0.028314]"
321,2868,"[""造谣"", ""传闻"", ""官方"", ""地震"", ""真的"", ""通报"", ""不是"", ""爆料"", ""红十字会"", ""需要"", ""严查"", ""认定"", ""员工"", ""太低"", ""成本"", ""不够"", ""贪污"", ""这种"", ""更"", ""有"", ""但""]","[0.000415, 0.000253, 0.000244, 0.000209, 0.000189, 0.000167, 0.00016, 0.00016, 0.00015, 0.000148, 0.000141, 0.000139, 0.000125, 0.000121, 0.000114, 0.000109, 0.000103, 9.7e-05, 9.1e-05, 7.7e-05, 7.2e-05]","[""就"", ""等"", ""透明"", ""账目"", ""上次"", "","", ""存疑"", ""药厂"", ""现在""]","[-0.000213, -0.00021, -0.000143, -0.000136, -0.000111, -8.9e-05, -8.9e-05, -7.2e-05, -5.9e-05]"
322,6322,"[""油量"", ""？"", ""了"", ""怀疑"", ""外卖"", ""估计"", ""就"", ""食材"", "" "", ""简单"", ""和"", ""以前"", ""吗"", ""写错""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""翻车"", ""感觉"", ""的"", "","", ""但"", ""第三步"", ""，"", ""搭配"", ""再也"", ""啊"", ""挺"", ""能"", ""永远"", ""好吃"", ""有点"", ""不要""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
323,763,"[""证实"", ""中国政府"", ""未经"", ""不信谣"", ""我们"", ""中国"", ""网络"", ""任何"", ""传谣"", ""避免"", ""对于"", ""不"", ""的"", ""严惩"", ""并"", ""基于"", ""严格"", ""如果"", ""职责""]","[1e-05, 7e-06, 6e-06, 5e-06, 5e-06, 4e-06, 4e-06, 4e-06, 4e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 1e-06, 1e-06]","[""。"", ""约束"", ""监督"", ""良好"", ""体系"", ""体现"", ""合法权益"", ""违法行为"", ""法律法规"", ""传播"", ""有""]","[-4e-06, -4e-06, -3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06]"
324,1204,"[""历史"", ""爆炸案"", ""少"", ""的"", ""这样"", ""人"", ""永远"", ""悲剧"", ""希望"", ""一切"", ""忍不住"", "","", ""，"", ""看到"", ""反对"", ""痛"", ""没有"", ""天堂"", ""这""]","[6e-06, 6e-06, 5e-06, 4e-06, 3e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0]","[""小天使"", ""波士顿"", ""暴力"", ""段"", ""流泪"", ""纪念"", ""*"", ""愿"", ""可以"", ""是"", ""生命""]","[-4e-06, -2e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06]"
325,35,"[""2013"", ""网传"", ""证实"", ""城管"", ""炒作"", ""官方"", ""争议"", ""。"", ""但"", ""确实"", ""被"", ""中国"", ""网络"", ""公众"", ""北京"", ""出入"", ""邓正加"", ""9"", ""7"", ""\""""]","[0.282385, 0.257711, 0.205515, 0.157946, 0.095163, 0.088014, 0.078388, 0.06922, 0.058981, 0.053421, 0.052804, 0.051944, 0.049769, 0.047595, 0.042943, 0.036574, 0.035964, 0.035612, 0.032918, 0.030038]","[""瓜农"", ""事件"", ""冲突"", ""了"", ""执法"", ""通报"", ""岁"", ""规范化"", ""长期"", ""议题""]","[-0.066518, -0.061082, -0.059849, -0.0552, -0.0472, -0.044483, -0.043227, -0.042911, -0.039596, -0.032228]"
326,2606,"[""没有"", ""谣言"", ""评论"", ""消息"", ""编造"", ""第一"", ""警惕"", ""毫无"", ""确认"", ""属实"", ""是"", ""具体"", ""警方"", ""核实"", ""杭州"", ""官方"", ""真实性""]","[0.000318, 0.000273, 0.000255, 0.000254, 0.000224, 0.00022, 0.000187, 0.00018, 0.000163, 0.000149, 0.000149, 0.000145, 0.000133, 0.000133, 0.000132, 0.00012, 0.000113]","[""孩子"", ""有育秀路"", ""大润发"", ""路段"", ""4"", ""渠道"", ""，"", ""提供"", ""儿童"", ""。"", ""在"", ""先"", ""帮忙""]","[-0.000174, -0.000162, -0.000153, -0.000151, -0.000125, -0.000124, -0.000115, -0.000113, -0.000106, -0.000104, -6.1e-05, -4.9e-05, -4e-05]"
327,2966,"[""无关"", ""我国"", ""国际标准化组织"", ""未"", ""非"", ""标准"", ""ISO"", ""底部"", ""生产"", ""》"", ""中均"", ""用于"", ""安全性"", ""包装"", ""上"", ""通过"", ""对"", ""管理条例"", ""明确""]","[0.03224, 0.021577, 0.020398, 0.017776, 0.01687, 0.016035, 0.012657, 0.012064, 0.011216, 0.011048, 0.009644, 0.008584, 0.008307, 0.00797, 0.007922, 0.007333, 0.006898, 0.005821, 0.004989]","[""成分"", ""牙膏"", ""牙膏管"", ""眼标"", ""赋予"", ""识别"", ""("", ""需"", ""。"", ""和"", ""辨别""]","[-0.023645, -0.016368, -0.013412, -0.012029, -0.009896, -0.007224, -0.006849, -0.006824, -0.005936, -0.005309, -0.003443]"
328,3911,"[""电池"", ""电池厂"", ""\n"", ""投入"", ""这样"", ""新能源"", ""不"", ""这么""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""，"", ""21C"", ""下半年"", ""风口"", ""还"", ""股价"", ""。"", ""影响"", ""其他"", ""车是"", ""突破"", ""会"", ""看好"", ""保持"", ""就"", ""维持"", ""不过"", ""研发"", ""在"", ""确实"", ""反弹"", ""趋势""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
329,6370,"[""事实"", ""被忽视"", ""减少"", ""了"", ""确实"", ""这么"", ""是"", "","", ""烧煤"", ""排放"", ""北京"", ""低"", ""来源"", ""能"", ""尾气""]","[0.084348, 0.070561, 0.052698, 0.032808, 0.031653, 0.024252, 0.020143, 0.019518, 0.016951, 0.014606, 0.01389, 0.013012, 0.011403, 0.010841, 0.008219]","[""雾"", ""气象条件"", ""复杂"", ""涉及"", ""汽车尾气"", ""等"", ""改善"", ""成因"", ""。"", ""散"", ""，"", ""但"", ""大"", ""供暖"", ""就""]","[-0.030539, -0.029931, -0.029373, -0.028642, -0.025253, -0.024265, -0.023081, -0.021437, -0.019252, -0.014375, -0.013285, -0.012756, -0.012415, -0.010989, -0.007653]"
330,3736,"[""无"", ""谣言"", ""，"", ""辟谣"", ""致癌"", ""证据"", ""没"", ""列为"", ""放心"", ""吃"", ""关联"", ""可以"", ""食用"", ""国际"", ""证据不足"", ""地暖"", ""了"", ""需"", ""根本"", ""文章"", ""蓝色"", ""有益健康""]","[0.22911, 0.21327, 0.055502, 0.041205, 0.036883, 0.036705, 0.036203, 0.033391, 0.033344, 0.032392, 0.029559, 0.028139, 0.028018, 0.024009, 0.022523, 0.022421, 0.022219, 0.021907, 0.021104, 0.02009, 0.017863, 0.014512]","[""维生素"", ""终于"", ""洁"", ""。"", ""癌症"", ""这些"", ""辐射"", ""但""]","[-0.040216, -0.036468, -0.028461, -0.025244, -0.020212, -0.019615, -0.019577, -0.019015]"
331,46,"[""2013"", ""年"", ""微调"", ""2011"", ""非京籍"", ""但"", ""北京市"", ""以来"", ""进行"", ""可"", ""北京市政府"", ""的"", ""是"", ""小客车"", ""基本"", ""需先""]","[2.1e-05, 1.4e-05, 1.1e-05, 1e-05, 5e-06, 5e-06, 5e-06, 5e-06, 4e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06]","[""交通拥堵"", ""框架"", ""提高"", ""延续"", ""随机"", ""控制"", ""通过"", ""流程"", ""摇号"", ""中签"", ""实施"", ""条件"", ""办法"", ""该""]","[-5e-06, -4e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -2e-06, -1e-06]"
332,3008,"[""消息"", ""无"", ""不符"", ""中国工商银行"", ""关联"", ""比索"", ""政策"", ""与"", ""年"", ""阿根廷"", ""严重"", ""贬值"", ""这"", ""计划生育"", ""8"", ""人民币"", ""推出"", ""（"", ""元"", ""为""]","[0.003702, 0.00278, 0.00228, 0.002199, 0.001933, 0.001743, 0.001592, 0.001475, 0.001407, 0.001365, 0.001278, 0.001203, 0.001054, 0.000981, 0.000943, 0.000877, 0.000835, 0.000811, 0.000794, 0.000758]","[""分支机构"", ""\"""", ""过"", ""1200"", ""海外"", ""本地化"", ""在"", ""，"", ""该"", ""开户""]","[-0.002759, -0.001482, -0.001253, -0.001124, -0.001107, -0.000816, -0.000766, -0.000696, -0.00067, -0.000574]"
333,4036,"[""华为"", ""每次"", ""设计"", ""不会""]","[1.5e-05, 1.5e-05, 1.3e-05, 1.3e-05]","[""要"", ""ARMv8"", ""照样"", ""，"", ""不怕"", ""技术储备"", ""又"", ""轻"", ""影响"", ""ARM"", ""能"", ""根本"", ""唱"", ""在"", ""解决方案"", ""外媒"", ""自主"", ""芯片"", ""完整"", ""拿到"", ""马上"", ""衰"", ""人"", ""都"", ""想象"", ""停""]","[-8e-06, -8e-06, -8e-06, -8e-06, -7e-06, -7e-06, -7e-06, -7e-06, -6e-06, -6e-06, -6e-06, -6e-06, -6e-06, -6e-06, -6e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06, -5e-06]"
