index,news_id,pos_words,pos_weights,neg_words,neg_weights
330,3736,"[""致癌"", ""！"", ""科学"", ""真相"", ""再信"", ""一个"", ""骗""]","[0.052644, 0.024328, 0.023243, 0.019739, 0.013694, 0.011294, 0.010592]","[""]"", ""，"", ""】"", ""谣言"", ""（"", ""）"", ""人民日报"", ""["", ""？"", ""个"", ""迷惑"", ""、"", ""给力"", ""刷"", ""它们"", ""【"", ""这些"", ""热门"", ""的"", ""总有"", ""10"", ""再"", ""你""]","[-0.059198, -0.043633, -0.03962, -0.033384, -0.025028, -0.021541, -0.021511, -0.02106, -0.019111, -0.018402, -0.016282, -0.015555, -0.015247, -0.014218, -0.013756, -0.012836, -0.012554, -0.011105, -0.010994, -0.009679, -0.009299, -0.00859, -0.007056]"
331,46,"[""小客车"", ""北京市"", ""摇号"", ""办法"", ""年"", ""2013""]","[8e-05, 7e-05, 7e-05, 6.6e-05, 4.1e-05, 2.5e-05]","["" ""]",[-1.6e-05]
332,3008,"[""干掉"", ""的"", ""孩子"", ""真的"", ""这样"", ""资助"", ""别人"", ""/"", ""元"", ""捐助"", ""计生"", ""国策"", "":"", ""行为"", ""比索""]","[0.001033, 0.000974, 0.000865, 0.000836, 0.000632, 0.000578, 0.000549, 0.000535, 0.000512, 0.000508, 0.00048, 0.000477, 0.000294, 0.000251, 0.000198]","[""分"", ""."", ""行"", ""中国工商银行"", ""自己"", ""http"", ""每名"", ""）"", ""新生儿"", ""将"", ""无偿"", ""宣布"", ""（"", ""t"", ""作为""]","[-0.000734, -0.000711, -0.000608, -0.000597, -0.000597, -0.000586, -0.000586, -0.000524, -0.000506, -0.000453, -0.000435, -0.00039, -0.000375, -0.000373, -0.000372]"
333,4036,"[""！"", ""至暗"", ""人员"", ""但"", ""华为"", ""不会"", ""对华"", ""担心"", ""一出"", ""。""]","[0.021956, 0.020233, 0.016257, 0.014567, 0.01396, 0.012923, 0.009971, 0.009331, 0.008645, 0.007866]","[""人工智能"", ""】"", ""旗舰"", ""实际上"", ""ARMv8"", ""新品"", ""ARM"", ""断供"", ""手机芯片"", ""”"", ""签署"", ""影响"", ""认为"", ""定位"", ""时刻"", ""开发"", ""30"", ""发布"", ""英国公司"", ""依旧会""]","[-0.024662, -0.023818, -0.020084, -0.018833, -0.016721, -0.015503, -0.013661, -0.013585, -0.012931, -0.012885, -0.012817, -0.012189, -0.012161, -0.012017, -0.010077, -0.010028, -0.009971, -0.009583, -0.009101, -0.008993]"
334,2494,"[""幼猴"", ""转"", ""哭"", ""被"", ""了"", ""活取"", ""即将"", ""地球"", ""、"", ""揭露"", "" "", ""妈妈"", ""—"", ""猴脑"", ""。"", ""“"", ""的""]","[0.000549, 0.000514, 0.000495, 0.000468, 0.000461, 0.000451, 0.000442, 0.000411, 0.000352, 0.000349, 0.000303, 0.000274, 0.000268, 0.000266, 0.000244, 0.000221, 0.000116]","[""]"", ""搂住"", ""都"", ""["", ""一只"", ""含泪"", ""”"", ""紧紧""]","[-0.000672, -0.000608, -0.000463, -0.000432, -0.000419, -0.000395, -0.000369, -0.000322]"
335,2778,"[""致癌"", ""摊贩"", ""内"", ""鱼虾"", ""半死不活"", ""顾问"", ""没想到"", ""惊人"", ""一种"", ""结果"", ""河中捕"", ""一会"", ""的"", ""一会儿"", ""将"", ""了""]","[0.082155, 0.049815, 0.048731, 0.044784, 0.044114, 0.03893, 0.038276, 0.036499, 0.03277, 0.027477, 0.02661, 0.023847, 0.022475, 0.018758, 0.018656, 0.0186]","[""]"", ""，"", ""影响"", ""从"", ""["", ""开"", ""就"", ""买"", ""仿佛"", ""@"", ""对"", ""智力"", ""也"", ""活蹦乱跳""]","[-0.079817, -0.065268, -0.064047, -0.05369, -0.051137, -0.042237, -0.036801, -0.032394, -0.032123, -0.029502, -0.029218, -0.02907, -0.023978, -0.020326]"
336,1119,"[""！"", ""天津"", ""真相"", ""这是"", ""我"", ""隐瞒"", ""事实"", ""飞机"", ""到"", ""国人"", ""得知"", ""质疑""]","[0.027289, 0.019272, 0.012593, 0.010431, 0.009215, 0.00854, 0.007825, 0.007364, 0.006685, 0.006053, 0.003804, 0.003195]","[""#"", ""什么"", ""一些"", ""但"", ""或许"", ""。"", ""，"", ""这么"", ""现在"", ""证明"", ""@"", ""会"", ""完"", ""的"", ""是"", ""谢谢"", ""多人"", ""事情""]","[-0.008626, -0.007382, -0.007258, -0.006598, -0.006522, -0.006255, -0.005984, -0.005766, -0.004911, -0.004606, -0.004499, -0.004463, -0.00446, -0.004105, -0.003966, -0.003858, -0.003673, -0.00347]"
337,5110,"[""存在"", ""和"", ""直接"", ""公司"", ""广泛"", ""依然"", ""只"", ""品牌"", ""手机"", ""时间""]","[0.000564, 0.000503, 0.000354, 0.000343, 0.000314, 0.000313, 0.000232, 0.000193, 0.00019, 9.5e-05]","[""Sensor"", ""它"", ""大家"", ""整合"", ""挖掘"", ""ISP"", ""不行"", ""方面"", ""一些"", ""在"", ""各大"", ""优化"", ""时不时"", ""摄到"", ""画质"", ""不停"", ""成像"", ""，"", ""提升"", ""不变""]","[-0.000638, -0.000614, -0.000502, -0.000477, -0.000456, -0.000449, -0.000444, -0.000443, -0.000424, -0.00042, -0.000406, -0.000403, -0.000396, -0.000396, -0.000387, -0.000384, -0.00038, -0.000375, -0.000367, -0.00032]"
338,2934,"[""杨澜"", ""美国"", ""了"", ""真是"", ""承认"", ""神功"", ""无"", ""秘籍"", ""人大代表"", ""中"", ""他们"", ""终于"", ""软猬"", ""有权"", ""腾挪""]","[0.016079, 0.010723, 0.007717, 0.006291, 0.004096, 0.002973, 0.002703, 0.002448, 0.00227, 0.002199, 0.002101, 0.002036, 0.001608, 0.00155, 0.00152]","[""安全感"", ""的"", ""。"", ""通往"", ""间"", ""，"", ""铁布衫"", ""贴身"", ""有名"", ""甲"", ""至尊"", ""辗转"", ""呀"", ""给"", ""必修""]","[-0.008489, -0.006876, -0.006165, -0.005099, -0.004931, -0.003487, -0.002864, -0.002809, -0.00268, -0.002455, -0.002318, -0.00227, -0.001968, -0.001958, -0.001817]"
339,4320,"[""生命"", ""胎儿"", ""！"", ""的"", ""40"", ""】"", ""你"", ""了"", ""【""]","[0.024225, 0.012408, 0.010547, 0.008434, 0.00552, 0.003242, 0.001343, 0.000712, 0.000341]","[""发育"", ""]"", ""整整"", ""这种"", ""实在"", ""1"", ""["", ""周"", ""是"", ""—"", ""东西"", ""，"", ""爱"", ""太强大""]","[-0.030737, -0.016816, -0.01626, -0.014857, -0.012562, -0.011467, -0.010489, -0.009464, -0.008841, -0.007194, -0.005993, -0.005781, -0.003117, -0.002485]"
340,5819,"[""还"", ""交警"", ""得知"", ""出车祸"", ""血"", ""别人"", ""大量""]","[0.080871, 0.074358, 0.055649, 0.051533, 0.046462, 0.035104, 0.028476]","[""中新网"", ""#"", ""杭州"", ""点"", ""等"", ""到"", ""；"", ""排队"", ""日"", ""排"", ""下午"", ""一个"", ""跑"", ""【"", ""晚上"", ""个"", ""从"", ""应该"", ""9"", ""事故"", ""用血"", ""（"", ""煤气""]","[-0.322583, -0.144939, -0.129852, -0.101165, -0.091661, -0.087778, -0.076715, -0.070851, -0.0704, -0.068036, -0.067311, -0.06421, -0.062632, -0.062632, -0.062345, -0.058994, -0.052868, -0.043249, -0.040092, -0.039368, -0.038794, -0.036407, -0.035266]"
341,2081,"[""alt"", ""？"", ""假新闻"", ""不"", "">"", ""网传"", ""室内"", ""/"", ""="", ""yunbei"", ""9aa3c436a4"", ""为"", ""在"", "":""]","[6.2e-05, 6e-05, 5.8e-05, 5.7e-05, 5.5e-05, 5.4e-05, 5.3e-05, 5.3e-05, 5.2e-05, 5.1e-05, 5e-05, 4.7e-05, 4.6e-05, 4.4e-05]","[""期间"", ""."", ""呢"", ""不是"", ""d"", ""像"", ""height"", ""cn"", ""h5"", ""https"", ""_"", ""，"", ""待"", ""["", ""允悲"", ""icon""]","[-5.3e-05, -5.2e-05, -4.5e-05, -4.5e-05, -4.4e-05, -4.2e-05, -3.7e-05, -3.4e-05, -3.2e-05, -3.1e-05, -3e-05, -2.9e-05, -2.9e-05, -2.8e-05, -2.6e-05, -2.2e-05]"
342,4876,"[""竟现"", ""被车撞"", ""吗"", ""了"", ""网友"", ""反映"", ""我"", ""医院"", ""去"", ""曾"", ""上"", ""？""]","[0.005116, 0.005097, 0.005093, 0.00485, 0.004834, 0.00466, 0.004289, 0.004186, 0.003794, 0.003767, 0.003609, 0.001943]","[""全文"", ""抖音"", ""对"", ""视频"", ""在"", ""文字"", ""屏幕"", ""展开"", ""他们"", ""妈妈"", ""下方"", ""一个"", ""多位"", ""..."", ""看过"", ""我妈"", ""流传"", ""的""]","[-0.007153, -0.006582, -0.006132, -0.005986, -0.005923, -0.005285, -0.005214, -0.005125, -0.004839, -0.004714, -0.004632, -0.004609, -0.004579, -0.004396, -0.004378, -0.004213, -0.00375, -0.003682]"
343,4793,"[""发生"", ""地"", ""女子"", ""黄衣"", ""！"", ""扬长而去"", ""在""]","[0.051932, 0.049218, 0.047669, 0.044828, 0.043455, 0.025319, 0.024253]","[""..."", ""全文"", ""热传"", ""，"", ""一位"", ""》"", ""嫌疑人"", ""视频"", ""【"", ""东西"", ""的"", ""网传"", ""展开"", ""撞"", ""《"", ""日"", ""随后"", ""碰撞"", ""购物"", ""摔"", ""。"", ""该"", ""】""]","[-0.223674, -0.145336, -0.093184, -0.046097, -0.042806, -0.041413, -0.038404, -0.037532, -0.031788, -0.029276, -0.027115, -0.027047, -0.025337, -0.024974, -0.024909, -0.023344, -0.021396, -0.020789, -0.0206, -0.020025, -0.018671, -0.017182, -0.017135]"
344,4209,"[""生"", ""不如"", ""！"", ""哈哈"", ""妞妞"", ""码"", ""但"", ""？"", ""竟然"", ""狗"", ""挺"", ""拜拜"", ""#"", ""穿"", ""M""]","[0.165371, 0.136293, 0.112691, 0.076512, 0.071274, 0.058887, 0.049755, 0.046842, 0.03272, 0.032584, 0.027513, 0.017788, 0.014883, 0.011209, 0.010773]","[""]"", ""好看"", ""["", ""双十"", ""凡事"", ""，"", ""说好"", ""到货"", ""的"", ""我"", ""羽绒"", ""呢"", ""一买"", ""了"", ""也""]","[-0.127968, -0.083894, -0.068425, -0.061101, -0.053309, -0.042843, -0.042191, -0.041285, -0.040654, -0.039347, -0.023117, -0.020238, -0.015311, -0.009185, -0.008959]"
345,1686,"[""遇害"", ""不敢"", ""之"", ""女孩"", ""华山"", ""人心"", ""视""]","[0.168391, 0.133988, 0.069832, 0.046729, 0.029594, 0.014358, 0.009297]","[""#"", ""##"", ""独游"", ""，"", ""如"", "" "", ""。"", ""深渊"", ""深圳""]","[-0.044601, -0.035702, -0.032369, -0.025233, -0.01607, -0.010806, -0.009353, -0.006729, -0.001577]"
346,3066,"[""流出"", ""遭人肉"", ""城管"", ""艳照"", ""被"", ""延安"", ""："", ""女"", ""破解"", "" ""]","[0.008058, 0.006582, 0.006342, 0.005812, 0.005747, 0.005376, 0.005227, 0.005059, 0.004451, 0.00044]","[""]"", ""话筒"", ""["", ""相册""]","[-0.003493, -0.002713, -0.0015, -0.001111]"
347,373,"[""杀了人"", ""王佳"", ""岁"", ""了"", ""还"", ""老公"", ""假象"", ""年"", ""32"", ""她"", ""出版社"", ""自己"", ""只用"", ""熟睡中""]","[0.068664, 0.065416, 0.063637, 0.058751, 0.048845, 0.036776, 0.030164, 0.029584, 0.026285, 0.024571, 0.024364, 0.023616, 0.01918, 0.015017]","[""......"", ""月"", ""，"", ""7"", ""。"", ""整理"", ""身手"", ""结婚"", ""女"", ""思维"", ""嘉宾"", ""回顾"", ""9"", ""两个"", ""产子"", ""一下""]","[-0.721249, -0.053177, -0.049922, -0.047478, -0.041983, -0.038237, -0.035565, -0.033939, -0.032853, -0.027168, -0.025379, -0.024484, -0.02119, -0.021028, -0.017735, -0.016719]"
348,1173,"[""上海市政府"", ""公共"", ""王成明"", ""”"", ""总公司"", ""杨忠万"", ""核电"", ""！"", ""办"", ""上海市委"", ""称为"", ""“"", ""祝均"", ""史上"", ""网友"", ""4"", ""秦裕"", ""秘书长"", ""副"", ""7"", ""总经理"", ""她""]","[0.00017, 0.000146, 0.000132, 0.000128, 0.000127, 0.000126, 0.000126, 0.000118, 0.000117, 0.000108, 0.000105, 0.000105, 0.000105, 0.000104, 0.000101, 0.000101, 0.0001, 0.0001, 9.9e-05, 9.3e-05, 9.1e-05, 8e-05]","[""舞蹈"", ""形象气质"", ""董事长"", ""卢嘉丽"", ""孙路"", ""电气"", ""。"", ""1""]","[-0.000307, -0.000206, -0.000205, -0.00018, -0.000173, -0.000154, -0.000151, -0.000141]"
349,2850,"[""中国"", ""#"", ""图片"", ""父子"", ""的"", ""里""]","[0.489197, 0.21605, 0.183889, 0.108452, 0.065775, 0.035875]",[],[]
350,2637,"[""源"", ""zO5aW13"", ""男方"", ""新浪"", ""个"", ""噢"", ""现在""]","[0.001095, 0.000874, 0.000694, 0.000656, 0.000654, 0.000652, 0.000607]","[""."", ""新闻"", ""/"", ""t"", ""减半"", ""亲们"", ""。"", ""；"", ""18"", ""，"", ""不是"", ""跨"", ""人大代表"", ""并"", ""结婚年龄"", ""证书"", ""咨询"", ""婚姻法"", ""的"", ""可以"", ""之前"", ""cn"", ""新""]","[-0.002855, -0.001608, -0.001482, -0.001379, -0.001246, -0.001198, -0.001183, -0.001131, -0.001026, -0.000982, -0.000981, -0.000969, -0.000968, -0.00094, -0.00091, -0.000805, -0.000746, -0.000734, -0.000692, -0.00066, -0.000606, -0.000558, -0.000517]"
351,6345,"[""女孩"", ""岁"", ""吸烟"", ""。"", ""c"", ""近日"", ""由于"", ""和"", ""、""]","[0.00578, 0.005632, 0.005388, 0.003562, 0.003469, 0.00289, 0.002402, 0.002084, 0.002047]","[""遭"", ""法规"", ""不满"", ""警方"", ""展开"", ""对"", ""遭遇"", ""全文"", ""根据"", ""】"", ""辱骂"", ""的"", ""13"", ""介入"", ""被"", ""网信"", ""教育"", ""恶劣"", ""【"", ""免予"", ""办""]","[-0.00575, -0.005277, -0.005172, -0.005121, -0.004993, -0.004976, -0.00465, -0.004511, -0.004384, -0.004047, -0.003954, -0.003942, -0.003726, -0.00371, -0.003665, -0.002958, -0.002878, -0.002876, -0.00268, -0.002665, -0.002288]"
352,1648,"[""发生"", ""势力"", ""这是"", ""中国"", ""事件"", ""发霉"", ""孰不可忍"", ""了"", ""西方"", ""实验学校"", ""天空""]","[0.001489, 0.00093, 0.000736, 0.000616, 0.000424, 0.000418, 0.000417, 0.000365, 0.000358, 0.000354, 0.000226]","[""作为"", ""网上"", ""，"", ""等"", ""没有"", ""成都"", ""从来"", ""谣言"", ""民风"", ""现象"", ""霾"", ""是"", ""一向"", ""食品"", ""最"", ""淳厚"", ""假"", ""西方人"", ""是可忍""]","[-0.001164, -0.000915, -0.000848, -0.000729, -0.000694, -0.000649, -0.000648, -0.000594, -0.000582, -0.000575, -0.000535, -0.000521, -0.000489, -0.000473, -0.000429, -0.000401, -0.000401, -0.000301, -0.000291]"
353,5748,"[""蜡烛"", ""美国"", ""\"""", ""然而"", ""枪毙"", ""宁可"", ""洋参"", ""物理""]","[0.17251, 0.105962, 0.067497, 0.06327, 0.05803, 0.052617, 0.052589, 0.049384]","[""，"", ""["", ""#"", ""开创"", ""一天"", ""航天事业"", ""①"", ""③"", ""；"", ""终成"", ""一流"", ""】"", ""两弹一星"", ""【"", ""他"", ""而立之年"", ""]"", ""历尽"", ""老"", ""百业待兴"", ""。"", ""万里""]","[-0.15132, -0.130383, -0.120311, -0.117642, -0.105331, -0.086666, -0.083648, -0.080924, -0.080255, -0.075966, -0.075386, -0.070762, -0.063258, -0.063147, -0.061977, -0.060593, -0.058409, -0.050588, -0.050413, -0.049566, -0.04511, -0.039704]"
354,3491,"[""发博"", ""有误"", ""，"", ""以此"", ""多谢"", ""政府"", ""今年""]","[0.069739, 0.058573, 0.04208, 0.039599, 0.034306, 0.031606, 0.027829]","[""#"", ""上午"", ""实事"", ""晋城"", ""两会"", ""十件"", ""版本"", ""办好"", ""承诺"", ""】"", ""。"", ""【"", ""为准"", ""指出"", ""网友""]","[-0.262586, -0.168928, -0.140998, -0.129875, -0.122045, -0.104256, -0.104177, -0.080029, -0.071086, -0.063071, -0.042635, -0.032378, -0.0214, -0.016425, -0.01544]"
355,4011,"[""亿元"", ""查无此人"", ""清华大学"", ""，"", ""200"", ""发小向"", ""束必"", ""扬子晚报"", ""民间"", ""出门"", ""但"", ""和"", ""中学毕业"", ""曾""]","[0.112034, 0.075527, 0.064347, 0.051452, 0.045034, 0.042582, 0.035823, 0.033912, 0.033446, 0.032352, 0.030915, 0.029805, 0.024551, 0.024009]","[""全文"", ""创始人"", ""束昱辉"", ""展开"", ""发家史"", ""打造出"", ""销售"", ""集团"", ""中"", ""回应"", ""官方"", ""【"", ""校友"", ""“"", ""c"", ""保健品""]","[-0.486799, -0.2325, -0.155123, -0.135453, -0.121702, -0.07559, -0.064974, -0.062238, -0.06058, -0.060299, -0.056096, -0.044007, -0.043753, -0.04053, -0.033041, -0.031774]"
356,4626,"[""经过"", ""孩子"", ""吃惊"", ""回去"", ""发生"", ""使用"", ""在"", ""二手"", ""大家"", ""标签""]","[0.093002, 0.092473, 0.091397, 0.051517, 0.049077, 0.048929, 0.036656, 0.036146, 0.032994, 0.029788]","[""概念"", ""两个"", ""]"", ""安全"", ""["", ""国际标准"", ""保质期"", ""因为"", ""随着"", ""年限"", ""座椅"", ""老化"", ""适合"", ""“"", ""连接件"", ""时间推移"", ""或者"", ""”"", ""这是"", ""一般""]","[-0.212473, -0.177269, -0.172297, -0.116907, -0.114509, -0.070622, -0.07005, -0.068404, -0.067805, -0.064165, -0.057299, -0.055758, -0.05187, -0.044651, -0.044431, -0.043037, -0.040178, -0.038481, -0.036372, -0.034906]"
357,5984,"[""农行"", ""投饿"", ""外卖"", ""了"", ""知道"", ""用"", ""！"", ""不"", ""渣"", ""这个"", ""要不是"", ""时候""]","[0.004099, 0.003614, 0.003457, 0.002856, 0.002722, 0.002484, 0.002225, 0.002061, 0.001528, 0.001466, 0.001357, 0.000721]","[""短信"", ""美团"", ""每次"", ""，"", ""一直"", ""都"", ""什么"", ""么"", ""。"", ""我"", ""默认"", ""提醒"", ""转"", ""在"", ""？"", ""吗"", ""的"", ""卡""]","[-0.003755, -0.00368, -0.003554, -0.003212, -0.00319, -0.002943, -0.00289, -0.002797, -0.002554, -0.002499, -0.002375, -0.0023, -0.001689, -0.001578, -0.001086, -0.001053, -0.000862, -0.000626]"
358,6146,"[""奥德"", ""离开"", ""合同"", ""劳尔帐"", ""也"", ""已经""]","[2e-05, 1.7e-05, 1.6e-05, 5e-06, 4e-06, 2e-06]","[""提拔"", ""一位"", ""绝对"", ""替补"", ""这名"", ""ndez"", ""之前"", ""休"", ""一队"", ""球员"", ""角色"", ""出任"", ""左后卫"", ""里奥"", ""卡斯蒂亚"", ""顺理成章"", ""，"", ""赛期"", ""埃尔南德斯"", ""第四"", ""中卫"", ""二队"", ""几乎"", ""后卫""]","[-1.3e-05, -1.2e-05, -1.1e-05, -1.1e-05, -1.1e-05, -1.1e-05, -1e-05, -1e-05, -1e-05, -1e-05, -9e-06, -9e-06, -9e-06, -9e-06, -9e-06, -9e-06, -9e-06, -9e-06, -8e-06, -8e-06, -8e-06, -8e-06, -8e-06, -7e-06]"
359,6258,"[""分管"", ""人"", ""禁闭"", ""县"", ""未得文"", ""等"", ""公布"", ""对"", ""宋"", ""冬冬""]","[0.001573, 0.00148, 0.001149, 0.001137, 0.001006, 0.000993, 0.000935, 0.00093, 0.000857, 0.000655]","[""措施"", ""及"", ""榆中"", ""："", ""采取"", ""执行"", ""纪检"", ""兰州"", ""派出所"", ""展开"", ""..."", ""网上"", ""停职"", ""全文"", ""#"", ""县公安局"", ""教导员"", ""涉事"", ""据"", ""身边""]","[-0.001543, -0.001511, -0.001503, -0.001496, -0.001477, -0.001262, -0.001237, -0.001166, -0.001153, -0.001139, -0.001138, -0.001119, -0.001094, -0.001079, -0.001036, -0.000929, -0.000887, -0.000827, -0.000825, -0.000687]"
360,2910,"[""天安门"", ""空置房"", ""200"", ""出现"", ""住宅"", ""据"", ""爆棚"", ""暴"", ""50%"", ""："", ""降价"", ""从现"", ""8"", ""量"", ""30"", ""12""]","[0.001163, 0.001148, 0.001114, 0.001096, 0.001083, 0.001052, 0.001044, 0.000963, 0.000949, 0.000934, 0.000901, 0.000891, 0.000887, 0.000874, 0.000858, 0.000799]","[""@"", ""挂牌"", "":"", ""，"", ""幅度"", ""100"", ""后直"", ""广州"", ""都"", ""窜"", ""在"", ""上海"", ""消息"", ""深圳""]","[-0.001459, -0.001226, -0.001116, -0.000913, -0.00087, -0.000783, -0.000706, -0.000679, -0.000656, -0.000636, -0.000557, -0.000554, -0.00051, -0.000443]"
361,1784,"[""微波炉"", ""禁用"", ""伤害"", ""。"", ""停产"", ""今年底"", ""辐射"", ""韩国"", ""要求"", ""声明"", ""年"", ""食物"", ""禁止"", ""人"", ""要"", ""超过"", ""生产"", ""受"", ""健康"", ""对"", ""不"", ""惩罚"", ""中国"", ""科学家""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""造成"", ""和"", ""所有"", ""也"", ""，"", "" ""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
362,318,"[""起来"", ""后"", ""显示"", ""一代人"", ""】"", ""拍"", ""迁出"", ""via"", ""日本"", ""无"", ""草鸣"", ""："", ""【"", ""外逃"", ""青岛"", ""张海迪"", ""倒好"", ""“"", ""双手"", ""户口"", ""”""]","[1.4e-05, 1.1e-05, 1.1e-05, 1.1e-05, 1.1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 9e-06, 9e-06, 9e-06, 9e-06, 8e-06, 8e-06, 8e-06, 7e-06, 7e-06, 6e-06, 6e-06, 6e-06]","[""心中"", ""随缘"", ""偶像"", ""，"", ""真正"", ""在"", ""否认"", ""当"", ""求证""]","[-1.8e-05, -1.7e-05, -1.6e-05, -1.3e-05, -8e-06, -8e-06, -7e-06, -6e-06, -5e-06]"
363,843,"[""O"", ""地痞"", ""李洪娜"", ""新浪"", ""："", ""150430198801112141"", ""被"", ""所长"", ""轮奸"", ""女"", ""叫"", ""链接"", ""辽宁"", ""身份证"", ""24"", ""工具"", ""发布"", ""长微博""]","[0.031442, 0.017323, 0.01694, 0.014901, 0.013633, 0.013156, 0.013142, 0.010935, 0.009686, 0.008324, 0.007623, 0.007212, 0.005946, 0.005563, 0.005539, 0.005496, 0.004586, 0.003509]","[""..."", ""亲生父母"", ""就"", ""养父母"", ""今年"", ""出生"", ""使用"", ""派出所"", ""将"", ""自幼"", ""超生"", ""内蒙""]","[-0.033902, -0.014148, -0.013457, -0.012319, -0.007004, -0.005545, -0.00533, -0.004405, -0.004202, -0.003808, -0.003573, -0.003211]"
364,433,"[""震惊"", ""社会"", ""据"", ""！"", ""求证"", ""只是"", ""李云龙"", ""被"", ""如何"", ""案有"", ""垃圾箱"", ""并""]","[0.005455, 0.004169, 0.004111, 0.004058, 0.004025, 0.003988, 0.003516, 0.002473, 0.002228, 0.002154, 0.001704, 0.001102]","[""质疑"", ""】"", ""认真对待"", ""避寒"", ""儿童"", ""请求"", ""证据"", ""现况"", ""割"", ""毕节"", ""称"", ""死"", ""事件"", ""鉴于"", ""我们"", ""传播"", ""与"", ""五名""]","[-0.003561, -0.003248, -0.002715, -0.002564, -0.002449, -0.002409, -0.00225, -0.002245, -0.002224, -0.002195, -0.002112, -0.002083, -0.002016, -0.001792, -0.001701, -0.001623, -0.001593, -0.001167]"
365,2309,"[""生病"", ""微博"", ""新浪"", ""网传"", ""这"", ""是"", ""原因"", ""抽风"", ""。""]","[0.000445, 0.000423, 0.00041, 0.000329, 0.000311, 0.000241, 0.000159, 0.000145, 3.5e-05]","[""["", ""]"", ""中午"", ""的""]","[-0.000242, -0.000176, -0.000133, -8.3e-05]"
366,5956,"[""涉嫌"", ""本"", ""“"", ""："", ""中"", ""要"", ""知乎"", ""形象"", ""任"", ""音乐""]","[0.002053, 0.001666, 0.001002, 0.000809, 0.000715, 0.000523, 0.000462, 0.000448, 0.000428, 0.000421]","[""|"", ""..."", ""，"", ""回应"", ""老实"", ""意思"", ""评论"", ""程序员"", ""导致"", ""”"", "".."", ""表示"", ""【"", ""用户"", ""写"", ""称"", ""员工"", ""性行为"", ""老老实实"", ""信誉""]","[-0.00112, -0.001042, -0.001036, -0.001005, -0.000962, -0.000958, -0.000919, -0.000918, -0.000865, -0.000819, -0.000809, -0.00079, -0.000765, -0.000751, -0.000727, -0.00069, -0.000651, -0.000619, -0.000604, -0.0005]"
367,6075,"[""是"", ""的"", ""老婆"", "":"", ""结婚"", ""张杰"", ""婚讯"", ""我要""]","[0.000689, 0.00068, 0.000666, 0.0006, 0.000372, 0.000362, 0.000323, 0.00032]","[""我"", ""["", ""杰娜"", ""最"", ""那句"", ""]"", ""10.27"", ""领证"", ""两个"", ""纪念日"", ""属于"", ""守护"", ""独一无二"", ""9.26"", ""人"", ""养"", ""又"", ""#"", ""一个"", ""爱情"", ""；"", ""9.15""]","[-0.000499, -0.000454, -0.000422, -0.00041, -0.000409, -0.000403, -0.000399, -0.000371, -0.000367, -0.000358, -0.000356, -0.000354, -0.00034, -0.000334, -0.000313, -0.000313, -0.000305, -0.000299, -0.000288, -0.000279, -0.000267, -0.000218]"
368,5739,"[""女性"", ""左手"", ""在"", ""男性"", ""刚看"", ""尝试"", ""上"", ""身上"", ""("", ""了"", ""右手"", ""你"", ""图""]","[0.012671, 0.008908, 0.008116, 0.007552, 0.006915, 0.006885, 0.006167, 0.006132, 0.004863, 0.003662, 0.003526, 0.003146, 0.002401]","[""拇指"", ""]"", ""别扭"", ""分析"", ""反映"", ""的"", ""["", ""想象"", ""像"", ""、"", ""人"", ""思维习惯"", "")"", ""。"", ""思维"", ""感觉"", ""语言""]","[-0.012397, -0.011305, -0.010074, -0.008819, -0.00859, -0.008291, -0.007951, -0.007464, -0.007343, -0.007035, -0.004974, -0.004899, -0.004887, -0.004815, -0.004754, -0.004043, -0.00298]"
369,5104,"[""千万"", ""Excel"", ""软件"", ""中"", ""非常"", ""不会"", ""公式"", ""酷""]","[0.02465, 0.01253, 0.011749, 0.009809, 0.009048, 0.006617, 0.006132, 0.004169]","[""实用"", ""这些"", ""get"", ""常用"", ""熟练掌握"", ""，"", ""]"", ""经典"", ""【"", ""别说"", ""】"", ""["", ""办公"", ""的"", ""？"", ""用"", ""你"", ""√"", ""和"", ""会"", ""吗""]","[-0.032142, -0.024868, -0.022552, -0.020832, -0.020446, -0.018258, -0.017969, -0.017646, -0.01123, -0.010199, -0.008452, -0.008247, -0.00788, -0.005418, -0.003968, -0.003706, -0.003318, -0.002543, -0.001831, -0.001622, -0.001331]"
370,1696,"[""的"", ""民众"", ""政策"", ""美国""]","[0.021481, 0.021384, 0.00475, 0.00348]","[""特朗普"", ""抗议"", ""关税"", "" ""]","[-0.007741, -0.006904, -0.000244, -5.8e-05]"
